jobType|header|jobDetail|salary|workExp|edu|tool|welfare|area|date|link|final_salary
雲端工程師|系統工程師-M115|"1. 負責協助客戶導入M365&Azure雲端服務方案, 以及解決相關問題
2. 協助客戶完成雲端專案 (Migration,Analytics,Security…等類型)
3. 整合與管理雲端基礎運算資源與服務, 並回覆客戶架構性問題
4. 持續學習雲端服務相關技術，進行技術分享與建立知識庫
5. 協助執行專案技術移轉"|月薪38,000元以上|不拘|大學、碩士||"精誠資訊擁有完整的員工職涯發展體系規劃，以專業職與管理職雙軌制度，提供員工個別發展及考核計畫，再配合個別員工的需求以及特質，協助個人追求職涯發展與成長空間。多元化的學習管道，涵蓋線上學習、外派訓練、內部訓練，以及在職訓練，員工可以依照自己的興趣以及專長，選擇最適合學習方式，自我成長。對於專業職員工，公司也提供專業認證補助，鼓勵員工在職學習，不斷提升個人專業。

人性化的管理方式也是精誠資訊的一大特色，擁有彈性上下班時間、優於勞基法的特別休假制度；為妥善照顧員工的生活起居，總公司備有寬闊舒適的交誼空間、籃球場以及健身房等休閒設施供員工使用。此外，免費的視障按摩服務及安心使用的哺乳室，亦是精誠資訊體貼員工的一大特點。精誠資訊認為人才是企業最寶貴的資產，在不斷追求提升工作環境品質，提供員工一個更健康工作職場的努力下，精誠在2007年獲得行政院衛生署國民健康局所頒發的『健康職場自主認證』。未來精誠將秉持一貫的理念，讓員工在完善的環境中安心工作，個人身心健康得到妥適的照顧。

【薪資保險篇】
-固定薪資(含本薪、職務加給、伙食津貼)，每月20日提前發放當月薪資
-視個人績效表現發放年終獎金、績效獎金、盈餘分紅等優渥獎金
-勞保、健保、退休金提撥
-免費團保(醫療險、防癌險、意外險及壽險)

【休假制度篇】
-週休二日、人性化管理
-彈性上、下班時間制度
(提供三個彈性上班時段8:30~17:30、9:00~18:00；9:30~18:30供員工自由選擇)
-優於勞基法的特別休假-正職同仁到職當年最多享有9天年假(依到職比例計算)
-每年支薪病假8天
-正職人員生日當月享一日生日假

【福利補助篇】
-三節、生日發放禮金或禮券
-結婚禮金、生育禮金、喪葬補助、旅遊補助
-員工健康檢查
-免費按摩舒壓
-提供咖啡飲用
-哺(集)乳室
-社團經費補助
-集團產品優惠價
-教育訓練、在職進修補助
-悅知文化叢書購書優惠
-恆逸資訊教育訓練中心專業課程優惠價

【生育補助】
設立「精誠寶寶快樂成長基金」，鼓勵員工生育，每胎最高補助12萬，精誠媽媽產假加碼最長70天，是台灣資訊服務業首家同時提供加碼有薪假期與生育補助員工福利的企業。
- 不論男性或女性正職同仁，育有二足歲以下子女，每胎最高可領6萬元生育補助；超過35歲(含)女性同仁生產，或是男性同仁配偶超過35歲生產者可領到雙倍補助，最高達12萬元。
- 體恤職業婦女辛勞，調高有薪產假天數至60天，優於現行法令；若同仁是超過35歲的高齡產婦，額外加碼有薪產假天數至70天。
- 提供男性同仁陪產檢及陪產假8天。
- 提供三日有薪「育兒彈性假」。
"|台北市中正區|2025-03-27|https://www.104.com.tw/job/7mpqi?jobsource=m_index_s|38000
雲端工程師|維運工程師 NOC Engineer|"工作內容：
1. 第一線雲端與實體機房環境維運管理
2. 負責維護系統正常運作及排除障礙，執行維運相關標準作業流程
3. 雲端相關服務的建置操作與管理
4. 依需求及提出相關建議及協助調整雲端設定

需配合輪班 (另有輪班津貼)
早班:09:00~18:00/中班:16:00~00:30/夜班:23:00~07:30

工作技能與經驗：
1. 資訊工程相關、資訊管理相關、通信學類相關科系專科以上畢業或對機房實務管理有興趣者。
2. 喜歡學習新技術，積極負責，高度服務熱忱，有耐心並具備團隊精神者。

額外加分項目：
1. 1年以上機房維運相關經驗
2. 熟悉Windows or Linux之安裝與操作
3. 英文聽說讀寫俱佳

*起薪33000，輪班津貼另計，加計輪班津貼後月薪有機會達44,000以上，歡迎沒有工作經驗的應屆畢業生加入我們的行列。"|月薪33,000~45,000元|不拘|專科、大學||"◆ 獎金/禮品類
	1. 年終獎金
        2. 尾牙抽獎
        3. 人才介紹獎金
        4. 久任禮品

◆ 休閒類
	1. 定期/不定期公司聚餐
        2. 慶生會
        3. 國內或外員工旅遊
        4. 定期/不定期團體運動休閒與競賽

◆ 制度類
	1. 年度績效獎金
        2. 年度員工健康檢查
        3. 教育訓練補助(服務滿一年以上每年有定額補助)
        4. 保健食品補助(需服務滿一年以上每年有定額補助)
        5. 團體保險 (需服務滿一年以上)

◆ 請/休假制度
	1. 週休二日
	2. 年休假 (優於勞基法的年休假制度)
        3. 每年三日全薪病假"|台北市內湖區|2025-03-27|https://www.104.com.tw/job/50as2?jobsource=m_index_s|33000
雲端工程師|SRE網站可靠性工程師|"•  提升團隊開發效率，維護改善 CI/CD 工具與流程。。
•  負責系統發佈、部署、優化、監控、日誌等系統和流程的建設。
•  與公司內的工程專業人士密切合作，維護項目高效完成所需的硬件和軟件。
•  優化服務設計和技術架構滿足業務增長。
•  協助開發團隊定位排除生產環境的問題。
•  建置產品持續營運與監控穩定性的DevOps Dashboard。
•  雲端服務使用經驗，如：Azure、AWS、阿里雲、騰訊雲等，資源調度與配置最佳化。
"|月薪50,000元以上|2年以上|專科、大學、碩士|AWS, Linux, DNS, TCP/IP, Python, Microsoft Azure|"【法定項目】
暫不提供

【其他福利】
暫不提供

(依職缺不同彈性調整)
【法定項目】(依職缺不同彈性調整)

勞保、健保、加班費、週休二日（部份部門為排休制）、陪產檢及陪產假、育嬰假、生理假、特別休假、產假、勞退提撥金

【其它福利】(依職缺不同彈性調整)

獎金類：生日禮金、年終獎金、三節獎金、能量補貼、夜班津貼、結婚津貼、生育津貼
餐飲類：茶水間點心供應、部門聚餐、年終尾牙聚餐
其他類：員工在職教育訓練、良好升遷制度
"|台中市南屯區|2025-03-26|https://www.104.com.tw/job/8o2vu?jobsource=m_index_s|50000
雲端工程師|DevOps 工程師 - DevOps Engineer|"主要職責

- 使用Terraform設計和管理基礎設施即代碼(IaC)
- 在AWS環境中構建和維護雲基礎設施
- 實施和管理CI/CD管道
- 監控系統性能並進行故障排除
- 協助開發團隊解決環境和部署問題
- 持續優化系統性能和成本效益

要求

- 具有3年以上的DevOps工程經驗
- 精通Terraform,能夠設計和管理複雜的基礎設施代碼
- 深入了解AWS服務,如EC2, S3, RDS, Lambda等
- 熟悉容器技術(如Docker)和容器編排(如Kubernetes)
- 具有CI/CD工具(如Jenkins, GitLab CI)的實際經驗
- 良好的問題解決能力和團隊協作技能
- 具有強烈的安全意識和最佳實踐知識

優先考慮

- 具有AWS認證(如AWS Certified DevOps Engineer)
- 對其他雲平台(如GCP, Azure)的經驗
- 熟悉監控工具(如Prometheus, Grafana)
- 具有腳本語言(如Python, Bash)的編程經驗"|年薪900,000元以上|不拘|大學以上|Linux, Python, Cloud, AWS|"- 定期聚餐：我們定期舉辦團隊聚餐，促進夥伴之間的交流和合作，讓每個人都感受到友善的職場環境
- 免費咖啡和餅乾：在工作日的每一刻，都能享受免費咖啡和餅乾，幫助保持體力
- 冰箱和冰塊：我們提供冰箱儲存食物，並有供應冰塊，讓你隨時享用飲料，保持最佳狀態！
- 提供筆電及28 吋外接大螢幕：每位同仁都配備專屬電腦和28吋外接大螢幕，提升工作效率和視覺體驗
- 彈性補班政策、通常不補班~
- 多功能工作空間：除了舒適的辦公空間，我們還有共用空間供您使用，讓您在需要時有更多選擇，提升工作靈感和創造力"|台北市中山區|2025-03-26|https://www.104.com.tw/job/8hrtm?jobsource=m_index_s|75000
雲端工程師|雲端維運工程師 (AWS)|"【主要工作內容】
1. AWS 雲端環境的日常維護與管理，包括 EC2、RDS、S3 等核心服務。
2. Linux 伺服器與相關軟體設置與維護（如 nginx、crontab、Docker）。
3. 負責系統監控與警示通報機制，確保服務穩定運行並能快速應變異常狀況。
4. 設計與開發各類 DevOps 自動化工具，以提升系統管理效率。
5. 進行雲端資源成本優化分析，確保系統運行的效能與成本平衡。
6. 撰寫與維護 SOP 與技術文件。
7. 與開發團隊緊密協作，支援基礎架構的架設與維護，確保服務功能符合預期。


【必要技能與特質】
1. 具有一年以上雲端維運或 DevOps 經驗，或具備本科相關學科畢業資格。
2. 能嚴格遵循 SOP 進行系統操作，且在確保安全的環境中進行 SOP 的研發與優化。
3. 良好積極的溝通能力，重視團隊合作，實現公司商業目標。
4. 樂於學習與分享新知，具備學習與評估新工具或技術的能力。
5. 熟悉至少一種高階程式語言（如 Python、JavaScript），具備編寫自動化腳本的能力。
6. 熟悉 Linux 系統管理與 Shell Script，能夠進行系統診斷與維護。
7. 熟悉 AWS 服務，具有架構維運、監控、與問題排查的能力。
8. 基礎網路知識與電腦系統知識（DNS、HTTP、SSL/TLS、系統監控等）


【加分條件】
1. 具備 AWS 認證。
2. 具備軟體開發與 Git 版控相關經驗。
3. Docker 相關知識與實務經驗。
4. 熟悉 CloudFormation 等 IaC 工具。
5. 具備資訊安全相關經驗，如身份驗證、權限管理、DDoS 防禦等。
6. 熟悉 Serverless 架構與 AWS Lambda 的應用。
7. 熟悉 CI/CD 自動化部署流程。
8. 具備自動化系統運維或硬體設備管理經驗。


【薪資說明】
1. 月薪資依照年資及經歷等訂定
2. 保障年終一個月"|月薪50,000~60,000元|1年以上|大學、碩士|AWS, Linux, Shell, Git, Github, HTTP, RDBMS, TCP/IP, JavaScript, Python|"1. 週休二日，並依勞基法提供加班費與法定休假。
2. 彈性上下班時間：8:30-9:00之間上班，18:00-18:30之間下班。
3. 員工享有勞、健保、退休金提撥。 
4. 提供員工教育訓練課程，完整學習房產知識與相關產業技術。
5.Google、FB、Amazon專業顧問討論，隨時更新頂尖技術應用。
6.工作學習，相輔相成：讀書會、外訓補助等，讓你成為更好的自己。
7.不定時補充零食櫃，逼你離開座位走動的好理由。
8.員工生日驚喜！
9.不定期員工活動：桌遊、聚餐等。
10.年輕團隊，扁平組織，去化官僚的快速溝通，有能力最快出頭天！
11.全開放的辦公環境，自在、活潑、沒有隔閡。
12.便利的地理區位：大眾交通、飲料美食、超市等，通通走路五分鐘內！"|台北市中正區|2025-03-26|https://www.104.com.tw/job/8nj3x?jobsource=m_index_s|50000
雲端工程師|雲端維運工程師|"1.  操作GCP管理控制台，佈建專案所需之硬體環境。
2.  綁定站台網址，設定Reverse Proxy由內部指向。
3.  建置雲端load balance環境，達到依使用狀況自動平行擴充服務的需求。
4.  監控軟體建置與設定，及時了解各站台目前狀況。
5.  遇到環境不正常狀況，及時重啟或建置環境。
6.  遇到系統緊急狀況能夠快速判斷並解決問題。
7.  完成主管交辦事項。
"|月薪35,000~58,000元|不拘|高中、專科、大學、碩士|Linux, AWS, DNS|"【上班時間】
- 半小時彈性上下班

【薪資及獎金】
- 一年一度的升遷調薪機會
- 年終獎金
- 生日禮金
- 三節禮金

【舒適的工作環境】
- 零食、飲料吃到飽
- 辦公室備有咖啡機、微波爐、冰箱
- 不定期聚餐與下午茶

【津貼與補助】
- 結婚津貼
- 喪葬補助

【各項福利】
- 健康檢查
- 年終尾牙&抽獎

【法定項目】
- 特休假
- 家庭照顧假
- 女性同仁：生理假、安胎假、產檢假、育嬰假、產假
- 男性同仁：陪產檢假、陪產假與育嬰假
- 勞保、健保、退休金提撥"|台中市西屯區|2025-03-26|https://www.104.com.tw/job/8jqhh?jobsource=m_index_s|35000
雲端工程師|Cloud Support Engineer - Database|"[Role and Responsibilities]
AWS雲端工程師將與小型新創公司到大型企業用戶等廣泛的客戶族群合作，為他們提供專業技術建議。客戶會透過電話、電子郵件和即時通訊軟體向你諮詢計畫和問題，你需要運用專業知識，深入探討案件及找出根本原因，同時充分了解每位客戶的需求及考量，幫助客戶實現工作目標，成為客戶可靠且不可或缺的夥伴。

在AWS，我們每天迎接新的挑戰並學習新的技術，了解 AWS 的雲端服務如何運用在不同產業及規模的客戶端，接觸多樣化的使用情境。你將與 AWS 內部團隊合作，為客戶的上雲旅程提供最佳體驗，合作對象包含 Technical Account Manager、Solution Architect、 Business Development Managers；你也有機會和世界各地頂尖 Subject Matter Experts (SME) 和 AWS Service Development Team 一起合作專案。

除了處理不同深度、廣度的技術問題外，雲端工程師可以制定或指導訓練課程、撰寫技術文章、在操作影片中擔任講者、出席 AWS 活動、參與招募流程、撰寫工具/腳本或更上一層進行流程改善及策略發想。在 AWS，你的貢獻可以為全球同事和客戶帶來重要的影響。

我們注重工作生產力與靈活性，致力打造包容、多元、平等的工作環境。雲端工程師團隊遵循 follow-the-sun 模式，沒有 on-call 或駐點客戶的需求，你的上班時間會在週間內安排（週一至週五、週二至週六、週日至週四）。

[Want to be a successful Amazonian?]
AWS 擁有超過 200 多項可靠且多樣化的雲端運算服務，遍布在全球 30 多個區域，是世界上最全面、最廣泛應用的雲端平台。我們致力打造包容、多元、平等的工作環境，並鼓勵大家探索最佳的工作模式及地點。我們的使命是讓獲得全球客戶的認可、重視及信任，並致力讓每位亞馬遜人取得成功的職涯發展。

身為 AWS 雲端工程師，你將能深化和拓展你的技術專長。如果我沒有足夠相關經驗怎麼辦？沒問題，AWS 將全力支持你的職涯發展。你將透過完善的訓練課程、在職培訓以及和全球頂尖工程師合作，學習最新的雲端技術、領導能力和商業技能。在AWS，我們尊重不同的觀點，努力營造讓每個人都能充分發揮潛能、為客戶提供最佳方案的文化。加入之後會有經驗豐富的亞馬遜人提供指導，除了雲端工程師的職責外，你亦有機會成為組織中的Subject Matter Experts (SME)。隨著你在 AWS 的成長，我們提供多樣的職涯選擇，也包含海外 AWS 工作機會。

[Position Requirements]
Database 雲端工程師將負責資料庫技術。您將與使用以下 AWS RDS 服務的客戶合作：PostgreSQL, Oracle, SQLServer, MySQL，Aurora 以及和 MongoDB 相容的 Amazon DocumentDB , 或協助客戶將其資料庫遷移到 AWS 的相關服務。

所有的雲端工程師都需具備基本的網路概念，例如網路層（OSI 模型）、IP 連接、TCP、UDP、DNS、HTTP，以及如何解決常見的網路連線問題。 AWS 的培訓課程將包括這些主題，所以你將在訓練時期學到更多。

雲端工程師需具備出色的中文溝通能力和中等英語能力，在台灣絕大多數的客戶使用中文溝通，但我們還是需要並閱讀中文/英文的培訓教材，用英文協助部分客戶。當然，如果你還會第三外語，歡迎讓我們知道！



"|月薪40,000元以上|不拘|不拘|Database Administrator, Database Management, MySQL, Oracle, PostgreSQL|"● 入職即享有優於勞基法的特休假
● 完善的醫療及意外險
● 給薪病假
● 健檢津貼
● 育兒津貼
● 亞馬遜線上購物優惠

更多福利等您來探索！"|台北市信義區|2025-03-26|https://www.104.com.tw/job/8jlud?jobsource=m_index_s|40000
雲端工程師|IT /DevOps維運工程師|"你是對IT技術充滿熱情、渴望在專業團隊中快速成長的職場新星？加入我們，開啟你的工程師職涯新篇章！

1. 富責任心，注重 DevOps 精神，建立良好的跨團隊合作模式，透過溝通建立信任關係
 2. 出色的溝通能力，抗壓性強，注重團隊合作
 3. 具有邏輯思維，能夠同時處理多項任務並有效安排工作優先順序
 4. 完成日常交代的任務，並及時反饋任務進度

【必要技能】
 5. 資訊基本相關知識、網站與DNS觀念
 6. 網站伺服器與代理伺服器安裝與設定觀念
 7. TCP/IP基礎網路觀念
 8. 熟悉MacOS作業系統

【加分條件】
 9. 使用過三大雲任一經驗
 10. 監控軟體使用經驗
 11. ＣＤＮ相關經驗"|月薪32,000~45,000元|不拘|大學||"【福利措施】
• 具市場競爭力的薪資，保障13個月，另有績效獎金+季獎金，年薪上看15~16個月。
• 每月下午茶時光，上班小確幸。
• 充足零食、飲料、咖啡任君挑選。
• 注重你的健康，每年員工精緻健檢套餐
• 每季聚餐、各節慶活動、年度尾牙。
• 基本的勞健保、勞退提撥樣樣不會少。
• 開心過三節的禮金不可少。
• 彈性上下班時間，上班時間:09:00-10:00、下班:18:00-19:00，顧及上下班安全!
• 悠閒午休時光: 12:00-13:30
• 優於勞基法特休外，每年多彈性休假3日，Work Life Balance。
• 舒適上班的雙螢幕及人體工學椅。
• 工作表現績效佳的同仁公司樂於調整薪資，努力會有收穫。
• 團隊氣氛好!沒有小團體~沒有辦公室宮鬥劇，開放的管理、雙向的溝通環境。
"|台中市南屯區|2025-03-26|https://www.104.com.tw/job/8kgw1?jobsource=m_index_s|32000
雲端工程師|軟體工程師|"1. Android Studio 、 Windows 開發系統
2. UI/UX設計 (Figma等軟體，有設計師搭配合作)
3. 網頁後台開發
4.了解藍芽數據串接、Mod-bus串接、PLC串接、Wifi數據串接者
5. 相關軟硬體串接
6. Sever後台主機維護
7. 資安問題處理
8. 客戶端資訊設備確認
9. 其他主管交辦事項

加分事項：
1. 具電機知識者
2. 具業務經驗者
3. 具iOS 開發經驗者

需具備相關經驗且可獨立自主作業也可與他人合作者。
需不怕面對客戶。

我們是新創的小公司，努力翻轉傳統產業要走向跨境與科技的領域。
公司成員皆年輕且負責任，沒有傳統階級制度，喜歡接受挑戰者，
歡迎加入我們一起發光發熱!
成立四年來年營業額以破千萬並持續發展中!


公司福利：
辦公室餅乾飲料自由取用
不定時下午茶、水果
三節禮金或禮品
彈性一小時上下班時間不塞車
滿一年生日假
慶生聚餐
年度員工旅行"|月薪48,000~65,000元|3年以上|專科以上|Android, Figma, PLC, Windows 10, MySQL, HTML, Excel|"辦公室餅乾飲料自由取用
不定時下午茶、水果
三節禮金或禮品
彈性一小時上下班時間不塞車
滿一年生日假
慶生聚餐
年度員工旅行"|台北市士林區|2025-03-26|https://www.104.com.tw/job/87oy8?jobsource=m_index_s|48000
雲端工程師|【SaaS】表單前端工程師(JavaScript,JQuery)|"職務說明
【MAYO R&D Team Culture】
團隊有大神！微軟MVP、TW MVC、DDD等社群成員在這，趕快加入敲碗大神分享的行列吧。喜愛參與社群也熱愛交流，技術分享、讀書會與敏捷開發是我們的日常。
MAYO將推出嶄新服務，並跨足海外市場，目前70位的研發團隊將持續擴編Junior及Senior角色，歡迎您投遞履歷並與我們分享你的經驗，我們將優先與您聯繫。

【身為表單工程師的任務與職責】
1.	負責表單Flow開發與日常維護
2.	與團隊其它成員協作，完成需求開發
【我們期待你所必備的專業技能】
1.	具備HTML、JavaScript、JQuery基礎知識與實務經驗
2.	使用MS SQL Server 2016以上版本
3.	具備良好的溝通能力，並樂於尋找不同的解決模式

【如果你還有這些，歡迎自薦稍作說明，MAYO將優先邀請】
1.	熟悉C#、ASP.Net MVC
2.	熟悉git
3.	樂於學習新知，與團隊一同快速成長
"|月薪36,000~50,000元|不拘|不拘|Git, ASP.NET, C#, JavaScript, jQuery|"MAYOHR獨門寶(保)藏(障)
【休假制度】
優於法令的福利假→1天生日假、5天6738假
【彈性時間】彈性上班時間8:30~9:30
【工作環境】
設備標配就齊全 → 到職提供所需設備，人人都有人體工學椅
相見歡就靠這個 → 部門團隊建立活動，網友變好友
吃的喝的都滿足 → 零食櫃、飲料櫃還有手沖咖啡，通通自己來
【職涯成長】
鼓勵自主學習 → 進修費用補助
挑戰自己不塞車 → 每年晉升機會，鼓勵夥伴規劃職涯

------------------------------- 

【MAYO藏寶地(位)點(置)】

台北運營中心：2022年底全新擴大裝潢的辦公室，位於台北信義區精華地段，附近商家林立，蓬勃發展，南京三民、市政府雙捷運站，跟著MAYO成為史上最強HR SaaS團隊。

東協區運營中心：位於越南首都河內，得天獨厚的自然風光，引領您加入我們的行列，一起遨遊雲端，成為亞洲級別雲端人資平台領導服務商。"|台北市松山區|2025-03-26|https://www.104.com.tw/job/8d5hy?jobsource=m_index_s|36000
雲端工程師|【實習生/應屆畢業生/社會新鮮人】ELK資料解決方案顧問_潛力人才培訓計畫招聘專區|"【ELK資料解決方案顧問】
參與潛力人才培訓計劃:
．Elastic Stack 解決方案。
．Lucene Query
．Shell Script (Bash)
．Programer Script (Python)
．企業級解決方案實作 (Backup/Restore/High Availability/Scalability/Monitoring/Migration/Upgrade/Patching)
．技術文件撰寫 (安裝、操作、測試報告)
．產品簡報
   
工作任務:   
．Elastic Stack 產品導入、規劃與執行：
  ．產品建置、佈署及系統維運等服務。
  ．平台移轉、升級及整合性服務。
  ．系統日誌、設備日誌、應用系統日誌、數據導入開發。
  ．效能儀表版開發。
  ．資料整合規劃及設計。
  ．資料流平台規劃及設計。
．產品問題諮詢：客戶對資料庫產品在開發、維運、應用等問題，提供最佳建議與解決方案。
．產品系統問題排解：與原廠、開源社群合作，解決客戶系統的問題。
．產品技術推廣：包含進行產品教育訓練、技術移轉、產品推廣活動。
．產品售前顧問諮詢支援。
．產品整合應用發想與實踐 - 追蹤開源產品社群新知。
．產品文件更新維護 。

【必要條件】熟悉 Linux 系統。

了解更多ELK...
https://www.youtube.com/@omniwaresoft
https://www.omniwaresoft.com.tw/
"|月薪40,000元以上|不拘|專科以上|Linux|"．保險福利：勞退提撥金、勞保、健保、高額團保
．獎金福利：員工紅利獎金、個人績效分紅
．重視Team building，不定時舉辦運動日、電影日、烤肉、唱歌、聚餐...
．教育訓練補助制度，我們重視員工發展，一起成為會玩也專業滿滿的人
．開放的組織文化，只要你有好的想法，就讓我們一起成長吧！
．台北總部：交通超便利，位於台北車站附近，辦公室落地窗直接欣賞北門
．職業傷害：不定時訂好吃好喝的體恤員工，可能會默默胖5公斤哦 >""<"|台北市大同區|2025-03-25|https://www.104.com.tw/job/8k2n0?jobsource=m_index_s|40000
雲端工程師|"(板橋) Cloud Engineer | Java/Python"|"Onsite Google Banqiao Office

Area Description:
We're looking for a skilled Cloud Engineer to join our team. The ideal candidate will have exp. in Google Cloud Platform (GCP), or Java/Python programming, and knowledge of Database access, Web communication; In this role, the candidate will be responsible for designing, developing, and maintaining a carrier certification management system on GCP.

Role (Description of Services):
Cloud Application, OTA automation tool and Database Management 

Responsibilities:
1. Develop and implement a Carrier product system on the GCP.
2. Design and maintain a Highly available and scalable system architecture.
3. Produce clean, efficient, and well-documented Java/Python code.
4. Implement Carrier certification flow control within the system and ensure seamless integration w/ other system components.
5. Collaborate across teams to drive project success.
6. Proactively troubleshoot and resolve technical issues, incl. bug identification and database data clarification.
7. Stay informed about emerging cloud technologies and leverage them to enhance the system.
8. Supporting over-the-air (OTA) activities, such as report/new technology management and automation tool development
9. Annual salary: fixed 800K NTD and above + variable bonus

"|月薪55,000元以上|2年以上|大學以上|Python, Java, Git, Cloud, MS SQL, PL/SQL, Version Control, Database Management|"提供 勞保 / 健保 / 退休金6%提撥 / 商業保險(員工本人配偶及子女)
年薪結構為 本薪12個月 + 1個月年終 + 考核獎金，絕對優於市場水平
提供 網路費補助 及 電話費補助，因疫情或工作需求需要在家工作
提供每年健檢計畫
提供遠優於勞基法之休假，15天年假，15天全薪病假"|新北市板橋區|2025-03-25|https://www.104.com.tw/job/8nqio?jobsource=m_index_s|55000
雲端工程師|Cloud Support Engineer - Security|"AWS雲端工程師將與小型新創公司到大型企業用戶等廣泛的客戶族群合作，為他們提供專業技術建議。客戶會透過電話、電子郵件和即時通訊軟體向你諮詢計畫和問題，你需要運用專業知識，深入探討案件及找出根本原因，同時充分了解每位客戶的需求及考量，幫助客戶實現工作目標，成為客戶可靠且不可或缺的夥伴。

在AWS，我們每天迎接新的挑戰並學習新的技術，了解 AWS 的雲端服務如何運用在不同產業及規模的客戶端，接觸多樣化的使用情境。你將與 AWS 內部團隊合作，為客戶的上雲旅程提供最佳體驗，合作對象包含 Technical Account Manager、Solution Architect、 Business Development Managers；你也有機會和世界各地頂尖 Subject Matter Experts (SME) 和 AWS Service Development Team 一起合作專案。

除了處理不同深度、廣度的技術問題外，雲端工程師可以制定或指導訓練課程、撰寫技術文章、在操作影片中擔任講者、出席 AWS 活動、參與招募流程、撰寫工具/腳本或更上一層進行流程改善及策略發想。在 AWS，你的貢獻可以為全球同事和客戶帶來重要的影響。

我們注重工作生產力與靈活性，致力打造包容、多元、平等的工作環境。雲端工程師團隊遵循 follow-the-sun 模式，沒有 on-call 或駐點客戶的需求，你的上班時間會在週間內安排（週一至週五、週二至週六、週日至週四）。


[Position Requirements]
Security 雲端工程師著重於資訊合規性與安全性最佳實踐的相關技術。您將與使用以下 AWS 服務的客戶合作：ACM, Cognito, Shield, Identity Center, Organizations, GuardDuty, KMS, Secrets Manager, Cloud HSM 等。


[Want to be a successful Amazonian?]
AWS 擁有超過 200 多項可靠且多樣化的雲端運算服務，遍布在全球 30 多個區域，是世界上最全面、最廣泛應用的雲端平台。我們致力打造包容、多元、平等的工作環境，並致力讓每位亞馬遜人取得成功的職涯發展。

如果我沒有足夠相關經驗怎麼辦？沒問題，AWS 將全力支持你的職涯發展。你將透過完善的訓練課程、在職培訓以及和全球頂尖工程師合作，學習最新的雲端技術、領導能力和商業技能。除了雲端工程師的職責外，你亦有機會成為組織中的Subject Matter Experts (SME)。隨著你在 AWS 的成長，我們提供多樣的職涯選擇，也包含海外 AWS 工作機會。
"|月薪40,000元以上|不拘|不拘||"● 入職即享有優於勞基法的特休假
● 完善的醫療及意外險
● 給薪病假
● 健檢津貼
● 育兒津貼
● 亞馬遜線上購物優惠

更多福利等您來探索！"|台北市信義區|2025-03-25|https://www.104.com.tw/job/8my0b?jobsource=m_index_s|40000
